tconst,directors,writers
tt8892660,nm7528884,nm10071912
tt8892720,\N,\N
tt8892756,nm6098952,"nm4356189,nm6098952"
tt8892900,nm1749449,nm1749449
tt8893296,nm9361689,nm9361689
tt8893392,"nm6576369,nm10072151","nm6576369,nm10072151"
tt8893402,nm1139742,\N
tt8893608,"nm1942303,nm1007525",\N
tt8893870,nm4387429,\N
tt8893974,nm0356017,"nm0356017,nm10072373"
tt8894018,nm8884430,nm8884430
tt8894126,nm7392541,"nm7392541,nm0790743"
tt8894148,nm10072508,\N
tt8894160,nm10072518,nm10926633
tt8894180,nm1637767,"nm10072523,nm1907447"
tt8894442,nm6272020,"nm6143154,nm6272020"
tt8895032,nm1539738,"nm1539738,nm2547744,nm6611534"
tt8895144,nm9806849,\N
tt8895578,nm3345961,nm3345961
tt8896010,nm6035581,nm6035581
tt8896224,nm10073123,\N
tt8896336,nm5457153,"nm1468900,nm0850197"
tt8896396,nm0359491,"nm0359491,nm10412440"
tt8896472,"nm10073267,nm10073096",nm10073277
tt8896632,nm1235963,nm3413432
tt8896640,nm0321159,"nm0321159,nm0763035"
tt8896670,nm3379741,"nm1335664,nm3379741"
tt8896762,nm0740853,nm0740853
tt8896822,nm10073423,\N
tt8896878,nm3554474,nm3554474
tt8896924,nm0316214,\N
tt8897046,nm6935209,nm6935209
tt8897388,nm0502350,"nm7407118,nm0502350"
tt8897390,nm0523665,\N
tt8897562,nm1097464,\N
tt8897874,"nm5139741,nm4483376","nm5139741,nm4483376"
tt8897986,"nm4083927,nm10074951",nm0795651
tt8898054,nm7604254,"nm7604254,nm10074208"
tt8898164,nm2906548,"nm2906548,nm4266361"
tt8898314,nm2536641,nm2536641
tt8898328,nm10071881,nm10071881
tt8898442,nm4003702,nm7350358
tt8898498,nm8396558,"nm7912703,nm12319028"
tt8898544,nm4518735,"nm12389041,nm7912703"
tt8898648,nm8396558,nm7912703
tt8898710,nm3524360,nm3524360
tt8898812,nm1830580,"nm1830580,nm0264265"
tt8899108,nm1187731,nm1187731
tt8900082,nm3644370,nm3644370
tt8900098,nm0145540,nm0145540
tt8900116,nm10069202,nm6032063
tt8900142,nm5593337,nm5593337
tt8900172,"nm5689944,nm5237286","nm5689944,nm5237286"
tt8900302,nm0637838,nm0637838
tt8900434,nm0001437,\N
tt8900984,"nm4421150,nm4489619,nm3360467,nm1534694,nm4567851,nm2419910,nm2349665,nm5392470",nm0483645
tt8901264,nm0053268,nm0435619
tt8901512,nm8820667,nm9978215
tt8901582,nm4577642,nm4577642
tt8901722,nm10075877,"nm10075877,nm10075884"
tt8901940,"nm2872021,nm0735872",\N
tt8901942,nm0717163,nm0717163
tt8901958,"nm0735872,nm2872021",\N
tt8902504,nm2015825,"nm2945899,nm10925050,nm10076327,nm2015825"
tt8902814,nm0766112,nm3875183
tt8902862,nm10076558,nm10076558
tt8902948,nm1520649,nm1520649
tt8902978,nm1301113,nm1301113
tt8902980,nm0483053,"nm9843464,nm1342065,nm0483053"
tt8902986,nm4003702,"nm4003702,nm1729163,nm5341433"
tt8902990,nm1773569,"nm1773569,nm4962323,nm3721662"
tt8903294,nm0859323,"nm0480727,nm0859323"
tt8903368,nm0196342,"nm0196342,nm10093167"
tt8903462,"nm0927950,nm2878404,nm2623899","nm2623899,nm2878404,nm0927950"
tt8903480,nm8359989,"nm10077030,nm10077034"
tt8903524,nm10077070,"nm10077070,nm10077075,nm10077076"
tt8903540,nm8052242,\N
tt8903840,nm3033662,nm3033662
tt8903938,nm4692981,nm4692981
tt8903960,nm1330011,\N
tt8905022,nm10077534,nm10077534
tt8905928,nm8120704,nm9523134
tt8906022,nm0110292,"nm0110292,nm0660892,nm0749303"
tt8906524,nm0463320,nm5688984
tt8906652,"nm2584146,nm4305159",nm2584146
tt8906722,nm4145507,nm4145507
tt8906844,nm6877082,nm6877082
tt8907428,nm9239189,nm9239189
tt8907844,nm9055212,nm9055212
tt8907890,nm10079120,\N
tt8907932,"nm10079169,nm10084235","nm7179190,nm10084235,nm10084308"
tt8907960,nm10079193,\N
tt8907970,nm10079200,nm5703259
tt8907986,nm1223294,"nm2276202,nm3887810,nm10675889,nm7723547"
tt8907992,nm4138262,"nm3887810,nm4138262,nm7475043,nm2533316,nm6391502"
tt8908002,nm2590164,nm8121050
tt8908006,nm1439333,nm2146818
tt8908008,nm5020492,nm5020492
tt8908022,nm4030793,"nm10834647,nm10509069"
tt8908024,nm8423987,nm6292772
tt8908048,nm9368132,"nm6369175,nm3057599"
tt8908288,"nm6013748,nm5723704",nm6013748
tt8908368,nm1438245,nm0088858
tt8908432,nm3756711,nm3756711
tt8908514,nm6084095,nm6084095
tt8908598,nm1416227,"nm1416227,nm8092994"
tt8909120,nm6190049,nm9477497
tt8910206,nm3269984,nm3269984
tt8910408,nm1228395,"nm4901542,nm10080146"
tt8910770,nm5058881,nm5058881
tt8910924,nm9630405,nm1301113
tt8911302,nm1416227,nm8092994
tt8912128,nm1752036,nm1752036
tt8912134,nm3651603,"nm2045622,nm3651603"
tt8912188,nm8472925,nm8472925
tt8912192,nm10080756,"nm10080756,nm10080746"
tt8912260,nm1075618,nm3301963
tt8912318,"nm10080872,nm10080874",nm10080872
tt8912884,nm1029791,nm0753953
tt8912932,"nm3225166,nm5260581","nm5260581,nm3225166"
tt8914192,nm2126054,\N
tt8914362,nm2375975,nm2841302
tt8914492,nm7594197,"nm10081849,nm10372897,nm8981901,nm7594197,nm6066435"
tt8914698,nm1069594,"nm5749155,nm1907447"
tt8914922,"nm10068369,nm5698818",\N
tt8914956,nm0054310,\N
tt8914972,nm4813672,nm4813672
tt8915068,nm1982463,"nm1184289,nm10082281,nm10069638,nm10082283"
tt8915314,"nm0695396,nm10082326","nm10082326,nm0695396"
tt8916604,nm4127676,\N
tt8916608,nm1871391,\N
tt8916694,nm1117318,"nm1117318,nm1327391"
tt8916728,nm0223924,"nm0223924,nm0678499"
tt8917170,"nm2614266,nm2613934","nm2614266,nm2613934"
tt8917752,nm2670854,nm2670854
tt8917774,nm5557629,nm5557629
tt8917792,"nm5652501,nm5652469","nm5652501,nm5652469"
tt8917916,nm3395541,nm3395541
tt8917920,nm0576732,\N
tt8917930,nm4230495,"nm4230495,nm10091238"
tt8917936,nm7900893,\N
tt8917952,"nm7350507,nm3425006","nm3425006,nm7350507"
tt8917964,nm2021247,nm2021247
tt8917980,nm1802151,\N
tt8918012,"nm10083670,nm3665852","nm10083670,nm3665852"
tt8918042,nm4069291,"nm4069291,nm5787591,nm7352557"
tt8918110,nm2110774,nm2110774
tt8918392,nm6033367,nm6033367
tt8918426,nm12032113,\N
tt8918562,nm6045344,nm6045344
tt8918746,nm10084084,\N
tt8918864,nm10084111,nm7034469
tt8918988,"nm4274826,nm3275646","nm4274826,nm3275646"
tt8919088,nm1883657,\N
tt8919108,nm10084271,"nm9688585,nm10084271,nm7815570"
tt8919194,nm3607398,\N
tt8919380,nm1401789,"nm10686044,nm10686043,nm5895749"
tt8919390,nm5043252,nm8704367
tt8919396,nm3792294,"nm12395256,nm9863091"
tt8919478,nm10084517,nm10084517
tt8920490,nm2960555,nm2960888
tt8921204,nm3887050,"nm5382388,nm3887050,nm2538014"
tt8921800,nm9897919,\N
tt8922118,nm2373566,"nm2373566,nm4238298"
tt8922384,nm1963808,\N
tt8922538,nm5710208,nm5710208
tt8922578,nm7761506,"nm7761506,nm10258228"
tt8922582,nm10085572,nm10085572
tt8922682,nm10085606,nm10085606
tt8922784,nm3573140,"nm3573140,nm7795700"
tt8922832,nm3620486,"nm7589812,nm10085700,nm3620486,nm10085704"
tt8923116,nm2928364,"nm1425747,nm2928364"
tt8923476,nm0258053,nm9618521
tt8923482,"nm5868577,nm6811599",\N
tt8923484,"nm0495898,nm1011820","nm0495898,nm1011820,nm3251765"
tt8923500,nm6426761,nm1863979
tt8923508,nm3507951,\N
tt8923800,nm3514888,\N
tt8924416,nm4185877,\N
tt8924518,nm2265115,nm2265115
tt8924522,nm9132863,"nm10086702,nm9132863"
tt8924580,nm0704398,nm0704398
tt8924804,"nm10086891,nm10086897,nm12136860,nm10086896",nm10086891
tt8924842,nm2410514,nm5183070
tt8924844,nm2410514,nm2569477
tt8924846,nm2410514,nm6875179
tt8924952,nm5223080,"nm10086984,nm5223080"
tt8924988,nm1428845,"nm4748700,nm5337662"
tt8925032,"nm0953950,nm2097923","nm2097923,nm10087074,nm5161120"
tt8925102,nm9361021,"nm10087110,nm9361021,nm5221980"
tt8925448,nm4262147,"nm4262147,nm8626683"
tt8925540,"nm0693648,nm1496018,nm1902285","nm1411906,nm4437387,nm0728183,nm1455797,nm1757950"
tt8925546,nm0139905,nm0139905
tt8926976,nm4841345,nm4841345
tt8927366,nm0841959,\N
tt8927780,nm6906260,nm6906260
tt8927852,nm9736427,nm9736427
tt8928006,nm0417750,\N
tt8928230,nm1033668,"nm2989578,nm0453708,nm2052577"
tt8928500,nm6893138,nm6893138
tt8928534,"nm10016325,nm8958649",\N
tt8928634,nm1880469,"nm1880469,nm10317307"
tt8929446,nm2907074,nm1757129
tt8929704,nm4446366,nm4446366
tt8929708,nm2800790,nm2800790
tt8929718,"nm9851031,nm1436189",\N
tt8929908,nm9220504,"nm4449723,nm9220504"
tt8929946,nm10048391,nm10048391
tt8929954,nm0069930,"nm0069930,nm10395539"
tt8930424,nm7607546,"nm4785763,nm7607546,nm9119331,nm8010825"
tt8931366,nm9307298,\N
tt8931532,nm0855646,"nm0855646,nm10106977"
tt8931870,nm6147244,"nm6147244,nm7609408,nm8096445"
tt8932254,nm2423267,"nm2423267,nm2315193"
tt8932274,nm1194567,nm1194567
tt8932338,nm4649050,"nm10090627,nm1545566,nm5878394,nm2383584"
tt8932756,nm1284464,"nm10090982,nm1284464"
tt8932884,nm0223606,nm3613395
tt8933330,nm10091207,\N
tt8933650,nm3595665,"nm2493024,nm3595665"
tt8933710,nm1314460,"nm1314460,nm0413051"
tt8933730,nm2344269,"nm2344269,nm3974746"
tt8933992,nm0210890,"nm0624523,nm0685146"
tt8934918,nm10091986,nm10091995
tt8936268,nm8471149,nm7620179
tt8936306,nm4577814,"nm4577814,nm10092421"
tt8936588,nm0473552,nm0473552
tt8936646,nm1092087,"nm0751648,nm3133666,nm0751577,nm11461720"
tt8936904,nm8691690,nm10092682
tt8937100,"nm2061831,nm2064521","nm2061831,nm2064521"
tt8937428,nm10092846,nm10092846
tt8937508,nm0476931,nm0476931
tt8937972,\N,nm8379219
tt8938526,nm6901236,nm6901236
tt8938846,nm2123160,"nm5798806,nm2123160"
tt8938852,nm4116233,nm4116233
tt8938866,nm1776242,nm1776242
tt8938900,"nm10093671,nm10093672","nm10093671,nm10093677,nm10093678"
tt8939028,nm0146760,\N
tt8939040,nm0146760,\N
tt8939054,nm0146760,\N
tt8939086,nm9987255,nm10093731
tt8940054,nm10093799,\N
tt8941056,"nm1214137,nm1553504","nm10094378,nm1108338,nm1553504,nm1214137,nm7523488,nm11333106"
tt8941294,nm5673919,nm5673919
tt8941316,nm2568271,nm3990486
tt8941334,nm0783081,nm10094486
tt8941422,nm5662493,"nm10094533,nm7812210"
tt8941440,nm3351235,"nm7473972,nm9920220,nm9920219"
tt8941450,nm6563768,nm6563768
tt8941914,nm3115651,nm10094814
tt8941986,nm0787655,nm0787655
tt8942260,nm2304931,\N
tt8942864,"nm1622138,nm4535467","nm1622138,nm4535467,nm0941837"
tt8943042,nm4160313,nm4160313
tt8943224,nm4583383,nm4583383
tt8943440,nm3341440,nm7291547
tt8943572,nm3706826,\N
tt8943662,nm0315872,"nm0315872,nm0346619,nm8779799,nm1433589"
tt8943678,nm1008534,\N
tt8943742,nm4034982,nm4034982
tt8943764,nm1100515,nm1100515
tt8943832,nm1100515,nm1100515
tt8944070,nm4276395,nm4276395
tt8944398,nm7188712,nm7188712
tt8944962,nm9987477,"nm3142050,nm9987477"
tt8945080,nm7689673,nm7689673
tt8945264,"nm8972228,nm2015768",\N
tt8945942,nm2553586,"nm7898655,nm2553586"
tt8946050,nm8007533,nm8007533
tt8946336,nm7627996,nm7627996
tt8946378,nm0426059,nm0426059
tt8946798,nm0608363,"nm10097055,nm0608363"
tt8947034,"nm10097265,nm3665850","nm10097265,nm7409078,nm8933805,nm0761433"
tt8947488,nm2571852,\N
tt8947544,nm6021677,nm6032468
tt8947632,nm10097567,nm10097570
tt8947660,nm10097606,nm10097614
tt8947970,nm1191475,nm1191475
tt8948132,nm0716343,"nm0617960,nm0716343"
tt8948208,nm3814248,nm3814248
tt8948308,nm9266257,"nm8187085,nm8817694"
tt8948342,nm10098103,\N
tt8948614,"nm0827830,nm0839064",\N
tt8948790,nm9450602,nm9450602
tt8948974,nm6133065,"nm5504899,nm6133065,nm1550375,nm4972432"
tt8949056,nm3505289,nm3505289
tt8949410,nm0623048,"nm3689965,nm0900220"
tt8949988,nm5990859,nm5990859
tt8951058,nm0935664,nm0935664
tt8951086,nm3258935,nm3258935
tt8951238,nm9373995,"nm9072763,nm9373995"
tt8951692,nm0146341,"nm2074041,nm1598473"
tt8952594,nm0482581,nm0482581
tt8952968,nm1408696,nm9363829
tt8953768,nm0006448,"nm0533370,nm0852298"
tt8954044,nm1746537,nm1746537
tt8954326,nm1825559,"nm0038896,nm10693757,nm1707168,nm2085032,nm1825559"
tt8954536,nm3551347,nm3551347
tt8954732,nm0737517,"nm0076820,nm2997602"
tt8954890,nm0206434,"nm0206434,nm3330959"
tt8954954,nm2915098,"nm2915098,nm0297491,nm1680580"
tt8954990,nm2710488,"nm1104579,nm9028410"
tt8955104,nm2441903,nm2441903
tt8955204,nm3848262,nm3848262
tt8955234,nm2678073,nm2678073
tt8955616,nm1993675,nm1993675
tt8955708,nm4631348,"nm4631348,nm0477823"
tt8955940,nm2817470,nm2817470
tt8956088,nm6141558,nm6141558
tt8956156,nm1316194,"nm0252979,nm1135424,nm1316194,nm1600822"
tt8956390,nm3028737,nm3028737
tt8956398,nm2572228,"nm7402503,nm2572228"
tt8956464,nm7665017,"nm8700900,nm10101393"
tt8956872,nm2689344,"nm2689344,nm3625838,nm0535237"
tt8956926,"nm1696568,nm3234273",\N
tt8957188,nm8687605,nm8687605
tt8958304,"nm8698547,nm2156117,nm7861822,nm9034222,nm10102124,nm10102121,nm3641431,nm9034223,nm5887752,nm10088206,nm6798594",nm5887752
tt8959010,nm3912308,nm3912308
tt8959092,"nm0225010,nm1137289,nm0846684","nm8135234,nm0225010,nm0846684"
tt8959144,"nm3793763,nm4982407",\N
tt8959680,nm0955443,"nm0945802,nm0955443,nm1802940"
tt8959742,nm0689789,\N
tt8959820,nm5366274,nm5366274
tt8959822,nm2356619,nm2356619
tt8960040,nm0644861,"nm10102665,nm0644861"
tt8960138,nm4069082,nm5406788
tt8960204,nm2934741,"nm9081415,nm0728063,nm9614987,nm0865358"
tt8960334,nm6216272,\N
tt8960566,nm1624641,nm1624641
tt8960572,nm2099237,"nm3872759,nm2099237"
tt8961266,"nm6644216,nm1995242",\N
tt8961466,nm10183161,nm10183161
tt8961622,nm4453245,\N
tt8961624,nm3439064,"nm1158280,nm3439064,nm8587155"
tt8961774,nm1108266,nm1108266
tt8962198,"nm1882419,nm0695215","nm1882419,nm0695215"
tt8962336,nm3055889,"nm3300710,nm5139418"
tt8962346,nm3509137,nm3509137
tt8962472,nm2053461,nm2053461
tt8962486,nm0430485,nm1575936
tt8962518,nm1185630,"nm4666110,nm1185630,nm0871346"
tt8962996,nm10104498,"nm10104500,nm10104498"
tt8963184,nm6387408,nm0933687
tt8963248,nm1701255,"nm1701255,nm9634132,nm3586739"
tt8963288,nm3012888,nm2406693
tt8963708,nm2172605,nm2172605
tt8964214,nm3794230,"nm1802209,nm5054883,nm3794230"
tt8965390,nm10105385,nm0766272
tt8965446,nm1196422,nm3147327
tt8965466,nm4286882,nm4286882
tt8965474,nm0847595,nm0406851
tt8966102,nm3834409,\N
tt8966322,nm10105901,"nm10105901,nm10105976"
tt8966406,nm2383584,"nm1545566,nm2383584"
tt8967870,nm0865223,"nm0201611,nm10106337,nm6339551,nm0865223"
tt8967900,nm2359589,nm2359589
tt8968290,nm10106529,\N
tt8968484,"nm3848412,nm8513504,nm2061884,nm5934788,nm6935209,nm8084129,nm5169309,nm7337359,nm3051438","nm7337359,nm8513504,nm6935209,nm3051438,nm3457376"
tt8968758,nm1391054,nm1391054
tt8968844,nm9962746,nm9962746
tt8969332,nm2092965,"nm2092965,nm0598531"
tt8969962,nm8860051,nm8860051
tt8969990,nm9882733,nm10107206
tt8970000,nm3606219,nm1124723
tt8970178,nm10107200,nm10107305
tt8970198,nm0127198,"nm0127198,nm9337809"
tt8970208,nm8948211,nm8948211
tt8970448,nm1334869,nm1334869
tt8970568,nm1727315,\N
tt8971216,nm4297896,"nm5118997,nm4297896,nm8459012"
tt8971476,nm1249411,nm1249411
tt8972256,nm0935863,"nm0935863,nm2366133"
tt8972378,nm1988829,"nm6608737,nm2913564"
tt8972428,nm7381574,nm8623072
tt8972442,nm0232625,"nm0708196,nm0077846,nm10484886"
tt8972476,"nm1593894,nm1235483","nm1593894,nm1235483"
tt8972478,nm4337498,nm4337498
tt8972488,nm5898466,nm5898466
tt8972556,nm1410110,nm1410110
tt8972562,nm10108898,nm10108898
tt8972568,nm0722109,"nm0003758,nm9621597"
tt8973144,nm2813304,\N
tt8973520,nm3028867,"nm5353885,nm6364829"
tt8973954,nm8494441,nm10109302
tt8974352,nm0213191,"nm0213191,nm8831310"
tt8974368,nm0355960,"nm0016392,nm6139555"
tt8974556,nm1217244,\N
tt8974562,nm4564908,"nm4564908,nm3797535"
tt8974570,nm5606710,nm5606710
tt8974576,nm3878888,nm3878888
tt8974584,nm10109570,\N
tt8974586,nm3270014,nm3270014
tt8974780,nm4812962,\N
tt8974964,nm1465431,nm1465431
tt8975008,nm1738082,"nm2890857,nm1738082"
tt8975028,nm0174551,nm0174551
tt8975162,nm4961980,nm4961980
tt8975472,"nm10110074,nm0713389","nm0713389,nm10110074"
tt8975500,nm3737381,nm3737381
tt8975534,nm2980031,nm5050393
tt8976032,"nm1706161,nm1581464",\N
tt8976418,nm10110883,nm10110883
tt8976464,nm5043119,nm5043119
tt8976472,nm2791866,"nm3807692,nm2791866"
tt8976576,nm1444412,"nm1444412,nm1271984"
tt8976608,nm3231736,nm4545493
tt8976664,nm0438228,"nm0438228,nm0548830"
tt8976696,nm0424800,"nm2125366,nm0429499"
tt8976710,nm1639277,"nm2695353,nm0023315,nm0005541"
tt8976772,nm0314995,nm0314995
tt8976832,nm4352422,"nm4352422,nm7180333"
tt8976842,nm1380169,"nm1380169,nm2772345"
tt8976940,nm4147929,nm4147929
tt8976992,nm3621376,nm3621376
tt8977120,nm1195553,nm1195553
tt8977122,nm7346537,\N
tt8977440,nm4247350,nm4247350
tt8978190,nm5176932,nm5176932
tt8978846,nm0540148,\N
tt8979212,nm0498198,\N
tt8979838,nm1034624,nm1034624
tt8979892,nm0901449,nm1705625
tt8979990,nm2624498,nm2624498
tt8980390,nm1216840,nm1216840
tt8980394,nm10113023,\N
tt8980410,nm6376317,nm6376317
tt8980416,nm3935975,nm3935975
tt8980510,nm10113116,\N
tt8980602,nm2530291,nm2530291
tt8980716,nm1967172,"nm1967172,nm3081194"
tt8980960,"nm0693571,nm1438338,nm10113306","nm1438338,nm10113306,nm0693571"
tt8981108,nm3887068,nm3887068
tt8981770,nm9002774,nm9002774
tt8982154,"nm10109213,nm10129385","nm10109213,nm10113534"
tt8982436,nm3922873,"nm5378778,nm4622810"
tt8982506,nm4604348,\N
tt8982672,nm0278087,"nm0278087,nm7339695,nm2004715"
tt8982716,nm6940747,"nm4914249,nm1275836"
tt8983026,nm9499338,\N
tt8983036,nm0265278,nm0265278
tt8983042,nm3308430,nm3308430
tt8983138,nm8192954,nm8192955
tt8983140,nm5272461,\N
tt8983164,nm0576554,"nm2748159,nm12117035,nm5113220,nm3060331"
tt8983166,nm6436658,"nm6328030,nm6436658,nm4318159,nm8552307"
tt8983168,nm2024446,"nm10387483,nm10387484"
tt8983180,nm5014824,"nm5378778,nm10753968,nm5014824,nm4622810"
tt8983182,nm4852977,nm7859138
tt8983202,nm9227039,"nm6052646,nm3789785,nm9227039,nm5969139"
tt8983210,nm3221483,nm3057599
tt8983218,"nm8423987,nm10041257",nm8423987
tt8983238,nm5366411,\N
tt8983240,"nm10406142,nm10114451","nm6369175,nm3057599"
tt8983250,nm9257439,nm10375516
tt8983294,nm6783773,"nm6783776,nm6783773"
tt8983300,"nm3803184,nm10941222","nm4024791,nm6369175"
tt8983306,nm6859370,nm6859370
tt8983472,"nm4457201,nm4488919","nm10114619,nm2592609"
tt8983474,"nm10114633,nm10114624","nm10114633,nm10114624"
tt8983762,"nm1935753,nm3327416","nm4512944,nm1935753"
tt8984208,nm10114820,\N
tt8984382,nm0098086,"nm1771266,nm0098086,nm0531023,nm2880918"
tt8984634,nm1459601,"nm8684894,nm3896612,nm10534032"
tt8984670,nm10114946,nm10114946
tt8985236,nm3327050,nm3327050
tt8985240,nm1028302,nm0083590
tt8985294,nm10115388,nm10115388
tt8985298,nm6940747,nm6940747
tt8985390,nm4956882,nm10115474
tt8985618,nm1031732,nm1031732
tt8986096,nm0850157,\N
tt8986272,nm4163049,nm4163049
tt8986274,nm10115814,\N
tt8986808,nm2278406,nm2278406
tt8986842,nm2031561,"nm3531365,nm3798121,nm0182499,nm0002645,nm2601560,nm0712330"
tt8986892,nm1413729,nm1413729
tt8986906,nm4036537,\N
tt8987258,"nm4703754,nm4360857",\N
tt8987544,nm0319772,"nm0310747,nm0319772"
tt8987558,nm0112668,nm0112668
tt8987600,"nm6373136,nm7197609",\N
tt8987732,nm1492650,\N
tt8987922,nm9048484,nm9048484
tt8988128,nm4087932,\N
tt8988660,"nm10117065,nm10117063","nm10117065,nm10117063"
tt8988748,nm0998110,nm0998110
tt8988906,"nm0991237,nm8393797","nm8393896,nm8393797"
tt8988988,nm10117309,"nm6594610,nm10117309"
tt8989186,nm7460371,"nm9547378,nm8944976"
tt8989416,nm0320697,nm0320697
tt8990000,nm0004001,nm0004001
tt8991200,nm3240432,nm3240432
tt8991236,nm7887841,"nm5154354,nm7887841"
tt8991254,nm4088441,\N
tt8991262,nm4140877,nm4140877
tt8991264,"nm4849888,nm1692070",\N
tt8991268,"nm9393813,nm10118100","nm9393813,nm10118100"
tt8991310,nm10118187,"nm10118187,nm7169360"
tt8991314,nm0892804,"nm6264809,nm0892804,nm4776012,nm4775436"
tt8991322,nm2412823,"nm10836556,nm2412823"
tt8991332,nm0316841,"nm4259692,nm0316841"
tt8991338,nm9513258,nm9513258
tt8991400,nm0969191,nm0537545
tt8991416,nm7731173,nm7731173
tt8991564,nm1823283,nm1823283
tt8991794,nm0962785,nm0962785
tt8992072,nm6773756,"nm3044924,nm6773756"
tt8992390,nm0504267,"nm0275492,nm0302916,nm0504267,nm8166889"
tt8992402,nm6922517,\N
tt8992452,nm10077534,\N
tt8992690,nm0455659,nm0455659
tt8992946,nm6814179,nm10119349
tt8993120,nm8736025,nm8289003
tt8993410,nm1410292,\N
tt8994170,nm10120016,nm5144133
tt8994490,nm3885285,nm7308376
tt8995218,nm3417134,"nm3417134,nm4017355"
tt8995252,"nm9607852,nm1162544",\N
tt8995254,"nm7944831,nm10218757",nm7944831
tt8995264,"nm4357173,nm5011035",\N
tt8995266,nm8506559,"nm10120564,nm8506559"
tt8995268,nm10120558,\N
tt8995280,nm7146577,\N
tt8995602,nm2244014,"nm1892404,nm10137307"
tt8995862,nm3707864,"nm3840957,nm3707864"
tt8996254,nm7122973,nm7122973
tt8996466,nm5412052,"nm5412052,nm10189170"
tt8996488,nm10121042,\N
tt8997034,"nm0311902,nm0267945","nm0267945,nm0311902,nm7228477"
tt8997038,nm4178670,\N
tt8997078,nm1701269,nm10121200
tt8997082,nm0822420,nm0822420
tt8997134,nm4915187,nm4915187
tt8997170,"nm0582981,nm0657128",\N
tt8997180,nm10121252,nm10121252
tt8997712,nm4864836,"nm10345080,nm4864836"
tt8998146,"nm3267013,nm6955086",nm3267013
tt8998210,nm1114284,\N
tt8998220,"nm1118839,nm2928335",\N
tt8998472,nm0799693,"nm1973942,nm0799693,nm10171814,nm4127546,nm9412416"
tt8998610,nm3658293,nm3658293
tt8998634,nm1670283,\N
tt8998738,nm10121744,\N
tt8998752,nm3534052,nm3534052
tt8998768,"nm4344290,nm1566152","nm10121767,nm4344290"
tt8999372,nm10121986,nm0598531
tt8999492,nm3515291,\N
tt8999494,nm10122033,nm10122033
tt8999864,nm7200037,\N
tt8999936,nm9356671,nm9356671
tt8999972,nm11735397,nm11735397
tt9000062,nm8965400,"nm3640854,nm8965400"
tt9000128,nm10122474,\N
tt9000224,nm3317268,nm3317268
tt9000302,nm1322135,nm1322135
tt9000388,nm3745186,\N
tt9000454,"nm10122799,nm3247136",nm3247136
